guest_id,spa_affinity_score,adventure_affinity_score,culture_affinity_score,dining_affinity_score,travel_type,budget_segment,stay_duration_days,weather_condition,temparature,rain_probability,event_category,event_popularity_score,event_indoor_flag,attraction_rating,seasonal_tourism_index,weather_activity_match,event_preference_alignment,overall_experience_score,recommended_experience
389,0.59,0.51,0.9,0,Couple,Budget,13,Cloudy,24,88,Sports Event,30,0,4.7,96,0.0,0.47,16,Adventure Trek
390,0.21,0.25,0.43,1,Solo,Luxury,5,Snowy,11,87,Music Festival,18,0,4.6,54,0.78,0.54,63,Food Experience
391,0.95,0.8,0.58,1,Family,Budget,4,Sunny,31,100,Sports Event,40,0,3.6,12,0.65,0.93,3,Food Experience
392,0.06,0.09,0.8,0,Family,Budget,11,Sunny,22,60,Music Festival,12,0,4.5,67,0.85,0.23,2,Adventure Trek
393,0.77,0.96,0.64,1,Family,Mid-range,1,Sunny,28,77,Sports Event,78,1,4.1,51,0.86,0.14,27,Adventure Trek
394,0.7,0.29,0.39,1,Business,Budget,13,Cloudy,31,88,Cultural Fair,56,0,4.6,91,0.8,0.44,20,Cultural Museum Visit
395,0.53,0.2,0.78,1,Couple,Budget,9,Sunny,23,61,Food Carnival,48,1,3.9,68,0.39,0.24,85,Spa Package
396,0.99,0.79,0.8,0,Family,Budget,14,Rainy,22,25,Wellness Expo,69,0,4.8,12,0.64,0.17,67,Spa Package
397,0.28,0.35,0.59,1,Business,Mid-range,12,Rainy,19,48,Food Carnival,28,1,4.6,12,0.21,0.2,55,City Tour
398,0.67,0.15,0.23,0,Family,Mid-range,3,Cloudy,23,10,Sports Event,47,0,3.7,41,0.78,0.52,55,Spa Package
399,0.98,0.14,0.41,1,Business,Budget,11,Snowy,32,69,Music Festival,36,1,4.8,77,0.6,0.3,45,Adventure Trek
400,0.32,0.7,0.85,1,Couple,Mid-range,4,Cloudy,10,86,Cultural Fair,83,1,4.9,87,0.73,0.15,47,Adventure Trek
401,0.35,0.32,0.02,0,Business,Mid-range,4,Cloudy,18,27,Sports Event,74,0,3.7,34,0.74,0.35,27,City Tour
402,0.35,0.47,0.89,1,Family,Budget,10,Rainy,36,72,Cultural Fair,65,1,4.7,41,0.78,0.87,60,Adventure Trek
403,0.21,0.67,0.34,0,Solo,Budget,8,Rainy,22,23,Cultural Fair,64,0,4.0,99,0.16,0.4,57,Cultural Museum Visit
404,0.77,0.55,0.13,0,Couple,Budget,9,Cloudy,35,59,Food Carnival,18,0,4.3,19,0.53,0.5,59,Cultural Museum Visit
405,0.93,0.76,0.02,1,Business,Budget,14,Snowy,25,52,Wellness Expo,37,0,4.6,8,0.22,0.36,30,Adventure Trek
406,0.22,0.41,0.43,0,Solo,Budget,14,Cloudy,37,33,Sports Event,95,1,4.3,10,0.89,0.65,52,City Tour
407,0.63,0.47,0.28,0,Business,Mid-range,13,Rainy,27,10,Sports Event,12,1,3.8,80,0.59,0.26,87,Adventure Trek
408,0.71,0.36,0.79,1,Solo,Luxury,6,Cloudy,16,50,Wellness Expo,86,0,4.3,18,0.39,0.37,5,Cultural Museum Visit
409,0.8,0.93,0.07,0,Business,Budget,9,Sunny,26,67,Music Festival,5,1,3.7,48,0.01,0.41,0,City Tour
410,0.05,0.07,0.12,1,Business,Luxury,14,Snowy,35,89,Sports Event,37,0,3.5,25,0.0,0.05,77,Spa Package
411,0.32,0.88,0.43,1,Solo,Mid-range,6,Sunny,26,97,Sports Event,78,1,4.1,79,0.78,0.47,96,City Tour
412,0.9,0.76,0.54,1,Business,Budget,4,Sunny,12,35,Sports Event,78,1,3.6,91,0.46,0.89,92,Food Experience
413,0.53,0.42,0.41,1,Business,Budget,11,Rainy,36,4,Cultural Fair,80,0,4.2,22,0.43,0.39,90,City Tour
414,0.04,0.94,0.57,0,Couple,Mid-range,13,Cloudy,22,68,Sports Event,43,0,4.7,77,0.89,0.73,87,Food Experience
415,0.26,0.6,0.62,0,Couple,Budget,14,Snowy,22,31,Sports Event,45,1,3.9,51,0.12,0.74,69,City Tour
416,0.52,0.54,0.39,0,Couple,Mid-range,13,Rainy,28,61,Sports Event,80,1,4.0,13,0.13,0.56,27,City Tour
417,0.7,0.08,0.34,1,Family,Budget,6,Sunny,21,23,Sports Event,65,1,4.6,54,0.16,0.02,20,Spa Package
418,0.25,0.72,0.68,0,Family,Mid-range,1,Cloudy,24,37,Food Carnival,12,0,4.3,93,0.75,0.66,96,Adventure Trek
419,0.81,0.29,0.97,0,Solo,Luxury,9,Rainy,15,60,Music Festival,24,0,3.9,36,0.66,0.81,71,Spa Package
420,0.2,0.14,0.74,0,Business,Mid-range,2,Cloudy,14,11,Music Festival,21,0,3.5,9,0.78,0.65,10,Cultural Museum Visit
421,0.64,0.65,0.47,1,Business,Luxury,12,Snowy,35,57,Wellness Expo,20,0,4.6,65,0.85,0.18,67,Adventure Trek
422,0.6,0.93,0.6,0,Family,Budget,13,Snowy,33,16,Music Festival,29,1,3.9,3,0.88,0.74,78,Food Experience
423,0.08,0.53,0.86,1,Couple,Mid-range,12,Cloudy,16,29,Cultural Fair,23,0,3.9,82,0.98,0.0,2,Adventure Trek
424,0.79,0.27,0.15,0,Couple,Luxury,6,Cloudy,16,45,Wellness Expo,36,1,4.9,37,0.85,0.04,41,Cultural Museum Visit
425,0.18,0.69,0.27,0,Family,Luxury,14,Cloudy,20,82,Sports Event,64,1,4.5,14,0.06,0.65,46,Cultural Museum Visit
426,0.78,0.03,0.31,1,Couple,Luxury,13,Snowy,33,32,Cultural Fair,55,1,4.6,60,0.53,0.62,19,Spa Package
427,0.93,0.94,0.21,0,Business,Luxury,2,Cloudy,19,52,Cultural Fair,17,1,4.1,2,0.76,0.3,10,Adventure Trek
428,0.25,0.6,0.53,0,Solo,Mid-range,3,Sunny,37,42,Wellness Expo,40,0,3.8,51,0.72,0.74,20,Spa Package
429,0.08,0.8,0.54,0,Family,Luxury,7,Sunny,40,33,Food Carnival,8,0,4.1,14,0.16,0.05,45,Indoor Wellness Retreat
430,0.46,0.48,0.01,1,Couple,Budget,1,Snowy,22,82,Wellness Expo,99,1,4.8,91,0.27,0.01,98,City Tour
431,0.25,0.18,0.34,1,Family,Budget,12,Snowy,38,4,Cultural Fair,82,0,4.1,83,0.97,0.89,64,Indoor Wellness Retreat
432,0.43,0.31,0.16,0,Couple,Luxury,6,Sunny,18,88,Music Festival,0,1,3.7,72,0.5,0.65,24,City Tour
433,0.86,0.16,0.91,0,Family,Luxury,1,Sunny,22,59,Cultural Fair,61,1,4.7,51,0.41,0.49,24,Food Experience
434,0.84,0.88,0.77,0,Business,Budget,8,Sunny,22,22,Food Carnival,4,0,3.9,87,0.69,0.8,78,Indoor Wellness Retreat
435,0.22,0.74,0.82,1,Couple,Luxury,3,Snowy,33,50,Sports Event,48,0,3.8,43,0.85,0.8,56,Adventure Trek
436,0.92,0.86,0.24,0,Solo,Budget,9,Sunny,21,64,Cultural Fair,59,0,4.1,64,0.84,0.92,76,Cultural Museum Visit
437,0.29,0.98,0.71,1,Solo,Luxury,4,Snowy,34,43,Cultural Fair,2,1,3.9,20,0.16,0.86,77,Spa Package
438,0.55,0.26,0.44,0,Couple,Mid-range,10,Snowy,12,87,Music Festival,44,0,4.5,50,0.09,0.83,68,Indoor Wellness Retreat
439,0.82,0.74,0.02,0,Solo,Budget,5,Sunny,29,28,Wellness Expo,37,0,4.7,70,0.91,0.48,66,Indoor Wellness Retreat
440,0.16,0.84,0.47,1,Business,Mid-range,7,Rainy,24,14,Wellness Expo,51,1,4.9,75,0.16,0.35,13,Adventure Trek
441,0.46,0.87,0.48,1,Business,Budget,4,Sunny,19,91,Cultural Fair,64,0,3.8,37,0.04,0.51,45,Adventure Trek
442,0.9,0.03,0.96,0,Solo,Budget,6,Snowy,20,17,Music Festival,47,1,4.7,71,0.69,0.68,29,Cultural Museum Visit
443,0.02,0.23,0.28,0,Solo,Luxury,4,Snowy,34,35,Wellness Expo,22,1,4.5,13,0.74,0.47,71,Indoor Wellness Retreat
444,0.4,0.29,0.11,1,Couple,Mid-range,7,Snowy,21,2,Cultural Fair,48,1,4.4,47,0.8,0.95,60,City Tour
445,0.4,0.94,0.61,1,Solo,Mid-range,13,Sunny,18,52,Food Carnival,0,1,4.8,48,0.95,0.64,26,City Tour
446,0.16,0.66,0.9,0,Business,Mid-range,4,Sunny,13,85,Music Festival,88,0,4.3,25,0.42,0.27,27,Spa Package
447,0.91,0.74,0.82,0,Couple,Mid-range,6,Snowy,11,41,Food Carnival,25,0,4.3,33,0.48,0.9,45,Indoor Wellness Retreat
448,0.58,0.49,0.42,1,Family,Luxury,8,Snowy,22,28,Food Carnival,21,0,3.9,37,0.07,0.19,44,Adventure Trek
449,0.26,0.11,0.54,0,Solo,Budget,6,Rainy,35,64,Wellness Expo,67,1,4.6,78,0.03,0.64,74,Food Experience
450,0.17,0.03,0.82,0,Family,Budget,7,Snowy,40,7,Music Festival,51,0,4.5,26,0.9,0.84,94,City Tour
451,0.52,0.94,0.53,0,Family,Budget,13,Rainy,21,91,Sports Event,73,0,4.4,30,0.56,0.61,6,Cultural Museum Visit
452,0.64,0.49,0.22,0,Solo,Luxury,1,Sunny,17,32,Wellness Expo,37,1,4.6,3,0.16,0.91,52,Food Experience
453,0.49,0.36,0.52,0,Family,Mid-range,3,Cloudy,13,87,Music Festival,16,0,4.5,74,0.43,0.08,76,Spa Package
454,0.21,0.21,0.34,0,Business,Luxury,2,Sunny,16,77,Sports Event,53,1,4.8,15,0.13,0.96,34,City Tour
455,0.31,0.09,1.0,1,Solo,Budget,1,Rainy,34,92,Music Festival,1,0,4.4,60,0.28,0.02,22,Cultural Museum Visit
456,0.96,0.71,0.12,0,Family,Budget,2,Snowy,33,17,Cultural Fair,48,1,4.8,18,0.04,0.69,10,Food Experience
457,0.17,0.89,0.97,1,Family,Luxury,10,Sunny,32,34,Cultural Fair,86,1,4.3,33,0.44,0.51,57,Cultural Museum Visit
458,0.35,0.71,0.28,1,Solo,Luxury,3,Snowy,30,13,Food Carnival,41,0,3.7,23,0.16,1.0,75,Spa Package
459,0.63,0.56,0.12,1,Solo,Budget,2,Sunny,34,17,Cultural Fair,5,0,4.2,79,0.14,0.1,44,Cultural Museum Visit
460,0.46,0.53,0.91,1,Family,Mid-range,1,Sunny,29,62,Music Festival,58,1,4.0,22,0.16,0.72,79,City Tour
461,0.42,0.55,0.75,0,Family,Mid-range,3,Cloudy,13,11,Sports Event,18,1,4.5,9,0.76,0.84,74,Food Experience
462,0.19,0.57,0.13,0,Couple,Budget,1,Snowy,18,79,Wellness Expo,92,1,4.2,69,0.1,0.73,17,Indoor Wellness Retreat
463,0.15,0.28,0.91,0,Couple,Budget,11,Sunny,26,20,Wellness Expo,55,1,4.5,100,0.89,0.62,66,Adventure Trek
464,0.79,0.44,0.07,0,Solo,Luxury,9,Cloudy,23,29,Music Festival,92,0,4.0,6,0.32,0.6,99,Cultural Museum Visit
465,0.14,0.91,0.13,0,Family,Luxury,5,Cloudy,31,18,Food Carnival,13,1,4.0,77,0.94,0.51,84,Indoor Wellness Retreat
466,0.67,0.58,0.28,0,Couple,Budget,4,Snowy,22,43,Music Festival,54,0,4.9,52,0.23,0.06,17,Spa Package
467,0.61,0.81,0.23,1,Solo,Luxury,4,Sunny,18,8,Music Festival,7,1,4.3,95,0.89,0.43,33,Adventure Trek
468,0.61,0.85,0.12,0,Family,Budget,12,Rainy,34,44,Food Carnival,84,0,3.6,82,0.19,0.2,64,Cultural Museum Visit
469,0.19,0.82,0.69,1,Family,Luxury,9,Cloudy,17,28,Sports Event,0,0,3.7,94,0.18,0.26,37,Food Experience
470,0.9,0.17,0.89,1,Solo,Budget,6,Sunny,31,30,Wellness Expo,47,1,3.9,40,0.2,0.16,93,City Tour
471,0.6,0.75,0.15,0,Solo,Budget,10,Rainy,40,16,Food Carnival,41,0,4.1,68,0.77,0.89,58,Cultural Museum Visit
472,0.28,0.34,0.04,0,Business,Mid-range,11,Snowy,18,30,Sports Event,60,1,4.6,21,0.35,0.71,66,Food Experience
473,0.28,0.97,0.49,0,Couple,Mid-range,5,Snowy,18,29,Sports Event,98,0,4.5,91,0.73,0.18,71,City Tour
474,0.66,0.82,0.65,0,Couple,Mid-range,1,Snowy,12,68,Cultural Fair,71,0,4.4,13,0.3,0.6,31,Spa Package
475,0.05,0.94,0.56,0,Solo,Mid-range,13,Rainy,18,68,Music Festival,67,0,3.8,88,0.34,0.43,76,Spa Package
476,0.04,0.68,0.41,1,Business,Luxury,6,Snowy,40,91,Wellness Expo,64,1,4.1,51,0.51,0.84,40,Adventure Trek
477,0.23,0.47,0.41,1,Couple,Budget,11,Rainy,34,25,Food Carnival,88,0,4.5,17,0.02,0.75,21,Spa Package
478,0.06,0.08,0.52,1,Family,Budget,7,Rainy,30,49,Cultural Fair,52,1,3.9,73,0.2,1.0,64,Food Experience
479,0.3,0.91,0.82,0,Couple,Mid-range,3,Snowy,17,87,Food Carnival,19,0,4.2,85,0.12,0.2,77,Spa Package
480,0.06,0.25,0.98,1,Business,Budget,5,Cloudy,25,28,Cultural Fair,80,0,4.3,42,0.48,0.92,94,Indoor Wellness Retreat
481,0.86,0.89,0.87,0,Family,Budget,1,Snowy,39,59,Music Festival,2,1,3.6,90,0.85,0.85,72,City Tour
482,0.72,0.87,0.5,1,Couple,Luxury,7,Sunny,10,46,Wellness Expo,69,0,4.4,75,0.05,0.48,60,City Tour
483,0.13,0.56,0.86,1,Couple,Budget,5,Sunny,15,41,Sports Event,79,0,3.6,7,0.86,0.14,91,Adventure Trek
484,0.86,0.62,0.57,0,Solo,Mid-range,5,Rainy,34,12,Wellness Expo,51,0,3.8,9,0.25,0.72,31,Spa Package
485,0.67,0.36,0.53,1,Solo,Budget,7,Cloudy,39,30,Music Festival,54,0,4.7,23,0.89,0.98,8,Cultural Museum Visit
486,0.18,0.74,0.71,1,Couple,Mid-range,12,Snowy,39,92,Sports Event,7,0,4.6,15,0.51,0.07,6,Food Experience
487,0.92,0.34,0.85,1,Couple,Budget,1,Sunny,22,5,Food Carnival,78,1,3.8,81,0.39,0.68,10,Indoor Wellness Retreat
488,0.17,0.47,0.2,1,Business,Luxury,2,Rainy,17,29,Sports Event,65,0,3.7,76,0.24,0.96,10,City Tour
489,0.06,0.78,0.41,0,Solo,Budget,3,Snowy,35,47,Wellness Expo,5,1,4.9,18,0.65,0.36,71,City Tour
490,0.22,0.55,0.98,0,Business,Luxury,11,Rainy,13,24,Food Carnival,35,1,4.2,84,0.4,0.26,68,Food Experience
491,0.51,0.8,0.46,1,Couple,Luxury,8,Sunny,33,95,Cultural Fair,33,0,4.8,60,0.19,0.94,69,Spa Package
492,0.06,0.58,0.42,1,Solo,Mid-range,10,Sunny,22,90,Cultural Fair,63,0,3.9,31,0.37,0.94,52,City Tour
493,0.72,0.69,0.88,0,Business,Mid-range,9,Cloudy,12,14,Sports Event,86,0,4.7,70,0.64,0.4,37,City Tour
494,0.12,0.09,0.9,0,Solo,Budget,14,Sunny,22,83,Cultural Fair,96,0,4.7,61,0.48,0.53,12,Indoor Wellness Retreat
495,0.63,0.41,0.92,0,Couple,Mid-range,2,Sunny,20,90,Cultural Fair,27,1,4.1,84,0.02,0.83,22,Spa Package
496,0.41,0.72,0.37,1,Family,Budget,9,Sunny,11,98,Music Festival,47,0,4.0,33,0.63,0.35,16,Adventure Trek
497,0.86,0.39,0.55,0,Business,Mid-range,6,Snowy,21,17,Cultural Fair,93,1,3.7,72,0.47,0.76,45,Spa Package
498,0.33,0.6,0.06,1,Family,Budget,14,Rainy,25,37,Music Festival,82,1,3.6,93,0.85,0.1,45,Indoor Wellness Retreat
499,0.76,0.57,0.42,0,Couple,Budget,7,Rainy,20,8,Music Festival,37,0,3.8,15,0.22,0.89,0,Food Experience
500,0.89,0.2,0.33,1,Couple,Mid-range,4,Cloudy,10,78,Food Carnival,40,0,3.9,42,0.5,0.53,65,Spa Package
501,0.82,0.33,0.38,1,Family,Luxury,9,Cloudy,24,97,Wellness Expo,83,0,3.9,62,0.75,0.76,72,Indoor Wellness Retreat
502,0.82,0.58,0.18,0,Couple,Budget,5,Snowy,38,26,Cultural Fair,28,1,5.0,9,0.02,0.22,12,City Tour
503,0.67,0.3,0.75,1,Couple,Mid-range,12,Snowy,26,24,Food Carnival,58,1,4.3,71,0.23,0.15,98,Spa Package
504,0.02,0.12,0.42,0,Solo,Luxury,14,Rainy,27,56,Sports Event,66,0,4.8,63,0.44,0.64,81,Spa Package
505,0.91,0.5,0.51,1,Couple,Mid-range,4,Rainy,21,100,Food Carnival,56,0,4.8,50,0.38,1.0,89,Spa Package
506,0.79,1.0,0.91,0,Couple,Mid-range,1,Cloudy,16,96,Food Carnival,97,0,3.6,10,0.64,0.93,14,City Tour
507,0.69,0.99,0.08,1,Business,Mid-range,7,Sunny,14,63,Music Festival,63,1,4.3,27,0.95,0.24,37,City Tour
508,0.92,0.62,0.39,0,Family,Budget,3,Snowy,32,33,Sports Event,44,0,3.7,52,1.0,0.47,38,City Tour
509,0.34,0.24,0.79,0,Business,Luxury,10,Rainy,31,6,Cultural Fair,34,1,4.2,99,0.21,0.91,49,City Tour
510,0.86,0.49,0.29,0,Business,Budget,1,Snowy,25,24,Music Festival,54,1,4.6,89,0.22,0.0,72,City Tour
511,0.18,1.0,1.0,0,Business,Budget,9,Snowy,27,90,Food Carnival,19,1,4.3,67,0.29,0.87,90,City Tour
512,0.13,0.7,0.92,0,Couple,Luxury,7,Sunny,22,51,Wellness Expo,41,0,4.0,16,0.37,0.51,38,Cultural Museum Visit
513,0.89,0.99,0.01,1,Couple,Mid-range,4,Sunny,14,100,Food Carnival,62,0,4.3,39,0.89,0.68,0,Indoor Wellness Retreat
514,0.88,0.78,0.46,0,Business,Luxury,8,Rainy,34,39,Sports Event,24,1,4.0,26,0.66,0.12,1,Cultural Museum Visit
515,1.0,0.39,0.51,1,Solo,Budget,5,Cloudy,29,82,Wellness Expo,12,1,4.8,78,0.26,0.45,14,Cultural Museum Visit
516,0.71,0.22,0.21,0,Family,Budget,14,Rainy,30,99,Cultural Fair,79,1,4.4,94,0.4,0.49,21,Cultural Museum Visit
517,0.62,0.88,0.7,1,Solo,Luxury,8,Rainy,39,22,Wellness Expo,95,0,4.1,38,0.91,0.64,71,Food Experience
518,0.73,0.99,0.46,0,Couple,Luxury,11,Sunny,25,58,Sports Event,63,0,4.8,12,0.48,0.15,60,Indoor Wellness Retreat
519,0.47,0.66,0.29,0,Solo,Mid-range,4,Snowy,28,89,Sports Event,71,0,4.0,8,0.61,0.57,94,Cultural Museum Visit
520,0.82,0.23,0.27,0,Solo,Mid-range,11,Sunny,25,66,Food Carnival,23,0,4.1,75,0.4,0.47,11,Cultural Museum Visit
521,0.2,0.91,0.75,0,Business,Mid-range,7,Snowy,14,82,Sports Event,63,0,4.0,11,0.62,0.51,13,Indoor Wellness Retreat
522,0.03,0.64,0.56,0,Business,Luxury,3,Sunny,16,50,Wellness Expo,77,1,4.4,56,0.76,0.7,78,Indoor Wellness Retreat
523,0.24,0.7,0.3,1,Business,Luxury,3,Sunny,25,44,Music Festival,27,1,4.9,33,0.65,0.81,79,City Tour
524,0.06,0.64,0.85,0,Couple,Luxury,14,Snowy,23,22,Wellness Expo,62,0,4.0,61,0.29,0.33,12,Cultural Museum Visit
525,0.53,0.97,0.23,0,Family,Budget,12,Snowy,19,15,Sports Event,72,0,4.2,82,0.76,0.07,80,City Tour
526,0.25,0.45,0.23,0,Family,Luxury,12,Sunny,22,18,Cultural Fair,45,0,4.9,79,0.43,0.09,95,Indoor Wellness Retreat
527,0.23,0.6,0.68,1,Family,Budget,11,Cloudy,26,14,Sports Event,99,0,4.8,7,0.26,0.04,17,Adventure Trek
528,0.35,0.63,0.47,0,Solo,Luxury,7,Snowy,31,18,Sports Event,13,1,4.9,66,0.12,0.29,79,Spa Package
529,0.5,0.45,0.77,1,Family,Mid-range,8,Rainy,25,0,Sports Event,91,1,4.0,8,0.72,0.21,25,Food Experience
530,0.87,0.74,0.91,1,Family,Budget,7,Sunny,38,83,Food Carnival,5,1,4.8,20,0.56,0.88,20,Cultural Museum Visit
531,0.14,0.02,0.48,0,Business,Luxury,7,Sunny,33,40,Sports Event,28,0,4.5,26,0.29,0.19,35,Spa Package
532,0.02,0.2,0.19,0,Business,Budget,9,Cloudy,39,66,Wellness Expo,53,1,3.9,21,0.78,0.89,37,Food Experience
533,0.66,0.61,0.49,0,Solo,Budget,8,Snowy,40,98,Cultural Fair,38,1,5.0,95,0.58,0.02,6,Food Experience
534,0.97,0.38,0.99,0,Family,Mid-range,14,Sunny,40,63,Cultural Fair,54,1,4.0,25,0.96,0.65,54,Food Experience
535,0.26,0.07,0.4,0,Business,Luxury,13,Snowy,40,38,Sports Event,17,1,4.0,96,0.12,0.5,75,Adventure Trek
536,0.68,0.64,0.26,0,Couple,Budget,6,Cloudy,30,67,Sports Event,60,0,4.0,93,0.12,0.99,85,Cultural Museum Visit
537,0.38,0.72,0.59,0,Family,Mid-range,10,Sunny,37,99,Music Festival,26,0,4.3,85,0.58,0.32,18,Spa Package
538,0.03,0.31,0.06,0,Solo,Mid-range,12,Rainy,26,48,Wellness Expo,65,0,3.6,8,0.55,0.82,66,Indoor Wellness Retreat
539,0.6,0.74,0.01,1,Business,Luxury,8,Rainy,34,67,Wellness Expo,61,1,4.3,13,0.97,0.34,90,Cultural Museum Visit
540,0.58,0.19,0.28,1,Family,Luxury,8,Cloudy,22,51,Sports Event,57,0,3.6,70,0.98,0.91,13,Adventure Trek
541,0.21,0.18,0.2,0,Solo,Mid-range,4,Rainy,32,42,Sports Event,2,1,3.8,81,0.53,0.59,56,Food Experience
542,0.4,0.33,0.28,1,Solo,Mid-range,9,Sunny,26,75,Food Carnival,6,0,4.9,54,0.73,0.65,30,Indoor Wellness Retreat
543,0.66,0.44,0.66,1,Business,Luxury,7,Rainy,29,76,Cultural Fair,83,1,4.8,31,0.03,0.51,6,Adventure Trek
544,0.61,0.37,0.61,1,Family,Mid-range,12,Cloudy,29,0,Music Festival,67,0,4.9,6,0.24,0.77,60,Cultural Museum Visit
545,0.46,0.23,0.45,0,Business,Mid-range,2,Sunny,31,84,Music Festival,46,0,3.8,38,0.79,0.76,75,City Tour
546,0.1,0.91,0.12,1,Family,Budget,5,Rainy,32,97,Food Carnival,3,0,4.0,65,0.19,0.19,10,Spa Package
547,0.97,0.22,0.29,1,Business,Luxury,2,Snowy,22,78,Food Carnival,36,1,5.0,100,0.25,0.52,84,City Tour
548,0.92,0.24,0.85,0,Solo,Luxury,5,Snowy,13,71,Music Festival,16,1,4.9,44,0.23,0.55,48,Spa Package
549,0.52,0.58,0.85,0,Solo,Mid-range,11,Sunny,12,21,Sports Event,96,0,3.9,85,0.75,0.45,50,Cultural Museum Visit
550,0.65,0.77,0.6,0,Business,Luxury,5,Cloudy,28,78,Food Carnival,91,0,4.5,8,0.37,0.31,86,Food Experience
551,0.24,0.74,0.5,0,Business,Mid-range,10,Sunny,18,62,Music Festival,13,0,4.8,3,0.26,0.56,81,City Tour
552,0.41,0.89,0.42,0,Family,Luxury,5,Cloudy,29,53,Cultural Fair,92,0,4.0,20,0.01,0.84,86,City Tour
553,0.18,0.17,0.68,0,Business,Luxury,7,Snowy,16,83,Wellness Expo,65,0,3.6,12,0.08,0.5,60,Food Experience
554,0.87,0.09,0.86,0,Business,Budget,5,Snowy,12,98,Food Carnival,30,0,4.2,51,0.43,0.19,83,Spa Package
555,0.27,0.34,0.57,1,Solo,Budget,3,Snowy,11,87,Sports Event,23,1,5.0,52,0.47,0.15,55,Food Experience
556,0.76,0.35,0.28,1,Couple,Luxury,10,Sunny,10,51,Music Festival,52,0,3.6,58,0.86,0.45,88,Spa Package
557,0.33,0.41,0.33,1,Solo,Mid-range,4,Cloudy,15,31,Cultural Fair,17,1,4.0,56,0.73,0.73,70,Cultural Museum Visit
558,0.62,0.79,0.19,0,Solo,Mid-range,12,Sunny,14,56,Food Carnival,51,1,4.8,53,0.11,0.29,6,Food Experience
559,0.78,0.41,0.93,1,Couple,Budget,1,Cloudy,13,19,Cultural Fair,31,0,4.3,20,0.8,0.25,93,Spa Package
560,0.35,0.77,0.0,0,Couple,Mid-range,12,Rainy,20,45,Music Festival,37,1,3.8,15,0.35,0.84,38,Food Experience
561,0.81,0.76,0.33,0,Solo,Luxury,4,Cloudy,17,0,Sports Event,16,0,4.8,77,0.02,0.86,96,City Tour
562,0.28,0.06,0.86,1,Family,Mid-range,6,Snowy,19,12,Music Festival,18,0,3.8,13,0.91,0.89,80,Adventure Trek
563,0.76,0.67,0.58,1,Business,Mid-range,1,Rainy,40,58,Cultural Fair,96,1,4.1,68,0.76,0.4,1,Cultural Museum Visit
564,0.97,0.53,0.54,1,Business,Luxury,1,Cloudy,26,22,Sports Event,75,1,3.8,18,0.91,0.91,23,Food Experience
565,0.65,0.28,0.35,1,Solo,Budget,7,Cloudy,32,18,Wellness Expo,77,1,3.5,38,0.29,0.39,90,Adventure Trek
566,0.69,1.0,0.7,0,Business,Luxury,8,Rainy,25,86,Cultural Fair,12,0,4.0,91,0.73,0.91,56,Cultural Museum Visit
567,0.82,0.55,0.11,0,Solo,Luxury,14,Cloudy,20,86,Food Carnival,90,0,4.3,18,0.23,0.37,62,Adventure Trek
568,0.35,0.56,0.78,1,Couple,Budget,3,Rainy,19,20,Music Festival,22,1,3.7,93,0.09,0.01,8,Adventure Trek
569,0.05,0.85,0.42,0,Solo,Mid-range,9,Snowy,33,39,Cultural Fair,45,1,4.5,65,0.96,0.18,14,Indoor Wellness Retreat
570,0.38,0.88,0.9,1,Family,Mid-range,7,Snowy,17,9,Wellness Expo,32,0,4.1,76,0.51,0.5,68,Spa Package
571,0.68,0.3,0.76,1,Business,Luxury,5,Cloudy,36,44,Wellness Expo,18,1,4.1,97,0.61,0.13,64,Indoor Wellness Retreat
572,0.08,0.41,0.35,1,Family,Luxury,10,Rainy,34,50,Music Festival,74,1,3.8,95,0.29,0.28,16,Spa Package
573,0.47,0.16,0.22,1,Solo,Budget,1,Sunny,25,7,Music Festival,34,1,4.8,14,0.55,0.98,81,Indoor Wellness Retreat
574,0.47,0.23,0.92,1,Family,Budget,9,Sunny,38,84,Wellness Expo,38,1,4.4,38,0.82,0.11,71,Adventure Trek
575,0.27,0.95,0.26,1,Business,Mid-range,12,Rainy,20,67,Sports Event,81,0,5.0,54,0.51,0.78,2,City Tour
576,0.16,0.84,0.98,1,Solo,Mid-range,5,Sunny,16,62,Wellness Expo,41,0,4.4,88,0.55,0.73,95,Adventure Trek
577,0.07,0.85,0.13,0,Couple,Mid-range,8,Rainy,39,24,Music Festival,57,0,4.8,64,0.88,0.08,1,Adventure Trek
578,0.58,0.24,0.48,0,Couple,Budget,6,Cloudy,19,48,Wellness Expo,38,1,3.8,78,0.03,0.58,43,Food Experience
579,0.48,0.84,0.97,1,Business,Luxury,13,Rainy,21,89,Food Carnival,56,1,4.2,42,0.68,0.23,62,City Tour
580,0.33,0.69,0.41,0,Couple,Budget,9,Snowy,33,2,Cultural Fair,3,1,4.0,82,0.67,0.01,78,Food Experience
581,0.38,0.13,0.8,0,Couple,Budget,6,Cloudy,39,88,Cultural Fair,75,1,3.7,44,0.59,0.79,28,Indoor Wellness Retreat
582,0.95,0.85,0.8,0,Solo,Luxury,14,Cloudy,21,44,Sports Event,31,0,3.8,52,0.56,0.04,46,Indoor Wellness Retreat
583,0.16,0.76,0.95,1,Solo,Budget,7,Rainy,18,71,Sports Event,100,1,4.6,23,0.8,0.55,94,Cultural Museum Visit
584,0.62,0.95,0.78,1,Solo,Luxury,14,Sunny,13,6,Music Festival,50,1,4.5,89,0.45,0.59,23,Spa Package
